Address,Latitude,Longitude,Pet at Home,Animal Type,Count
"5200 Bolm Rd,Austin,TX",30.25955889999999,-97.69297379999999,False,Dog,1
"9010 Collinfield,Austin,TX",30.3628389,-97.704707,False,Dog,1
"2405 Audubon Place,Austin,TX",30.231628,-97.73986599999999,False,Dog,2
"5606 Purple Sage Dr #B,Austin,TX",30.3093857,-97.654132,True,Dog,1
"Wilks And Meador Avenue,Austin,TX",30.3303197,-97.6954243,False,Dog,1
"3603 Southridge,Austin,TX",30.23474,-97.77690079999999,False,Dog,1
"517 South Pleasant Valley Road,Austin,TX",30.2451745,-97.71454179999999,False,Dog,1
"Georgian Dr And Red Oak Circle,Austin,TX",30.3491391,-97.70230649999999,False,Dog,1
"276 Angel Fire Road,Travis,TX",30.2634626,-97.7982027,False,Dog,1
"3300 Parker Lane,Austin,TX",30.2224938,-97.7425537,False,Cat,1
"Saint Johns And Interstate 35,Austin,TX",30.32510779999999,-97.7074255,False,Dog,1
"6575 Decker Lane,Austin,TX",30.2898137,-97.6272164,False,Cat,2
"8105 Research Boulevard,Austin,TX",30.3532802,-97.7117674,True,Dog,2
"6507 Hickman Avenue,Austin,TX",30.3179199,-97.68837479999999,False,Cat,1
"7711 Burnet Road,Austin,TX",30.3540074,-97.7316501,True,Dog,1
"5208 Diwa Circle,Del Valle,TX",30.1765742,-97.6179203,False,Cat,4
"4106 N Lamar Blvd,Austin,TX",30.3094917,-97.74074990000001,False,Dog,6
"8400 Jamestown Dr,Austin,TX",30.3568788,-97.7131024,False,Cat,1
"251 Bastrop Hwy,Austin,TX",30.2417582,-97.6881714,False,Other,1
"Decker And Loyola,Austin,TX",30.2911721,-97.6279988,False,Dog,1
"5000 S Congress,Austin,TX",30.2119685,-97.77164959999999,False,Dog,1
"6105 Saddler Ln,Austin,TX",30.2902452,-97.6400688,True,Cat,11
"11505 Melstone,Manor,TX",30.314684,-97.537082,False,Dog,1
"9204 Independence Loop,Austin,TX",30.1771424,-97.81263969999999,True,Dog,1
"2006 Castro Street,Austin,TX",30.2628529,-97.7087347,False,Dog,1
"6300 Bluff Springs,Austin,TX",30.1927864,-97.7651502,False,Dog,1
"200 West Slaughter,Austin,TX",30.1676148,-97.79301199999999,False,Cat,5
"Cesar Chavez And Lamar,Austin,TX",30.2670556,-97.75721539999999,False,Dog,1
"806 Sarhara,Austin,TX",30.2044057,-97.785643,True,Cat,1
"E William Cannon Dr And Bluff Springs Rd,Austin,TX",30.1891287,-97.76790539999999,False,Dog,2
"1704 Nelms Dr,Austin,TX",30.1945143,-97.7645016,False,Dog,1
"5800 Melody Lane,Austin,TX",30.2549873,-97.572722,False,Dog,2
"Oltorf And Montopolis,Austin,TX",30.2151219,-97.7104131,False,Dog,1
"9100 Southwick,Austin,TX",30.2784526,-97.62767790000001,False,Dog,1
"18900 Falcon Pointe,Pflugerville,TX",30.4631457,-97.5854573,False,Dog,1
"26Th And San Gabriel,Austin,TX",30.2908776,-97.7475676,False,Cat,1
"1400 St Croix Ln,Travis,TX",30.4244673,-97.63213599999999,False,Dog,1
"124 West Anderson Lane,Austin,TX",30.3447022,-97.70523279999999,False,Cat,11
"1520 Saint Leger Street,Pflugerville,TX",30.5001823,-97.57661580000001,False,Cat,1
"2500 East 22Nd,Austin,TX",30.2840783,-97.71549089999999,False,Dog,1
"10804 Mcangus Rd,Del Valle,TX",30.152667,-97.663832,False,Dog,1
"2611 Garrettson Dr,Austin,TX",30.174669,-97.83430899999999,False,Cat,2
"7501 Bella Vista Trl,Austin,TX",30.2134284,-97.898017,False,Other,1
"16708 Bridgefarmer Boulevard,Pflugerville,TX",30.4538727,-97.55297329999999,False,Cat,1
"10700 Metric,Austin,TX",30.3867515,-97.7119608,False,Cat,1
"9825 Evening Shadows Dr,Del Valle,TX",30.222631,-97.6702117,False,Dog,1
"3102 Robinson Avenue,Austin,TX",30.2884146,-97.7223686,False,Cat,4
"1628 Ohlen Rd,Austin,TX",30.3644493,-97.7159771,False,Cat,1
"Gregg Lane And Fuchs Grove,Manor,TX",30.3874314,-97.5534438,False,Dog,2
"4513 Blue Meadow Dr,Austin,TX",30.1788373,-97.7573979,False,Cat,1
"10240 Crescendo Ln,Austin,TX",30.1391723,-97.76457049999999,False,Dog,1
"3204 Manchaca Rd,Austin,TX",30.2401784,-97.7836169,True,Cat,1
"Interstate 71 And Riverside Drive,Austin,TX",29.5574278,-95.79624109999999,False,Cat,1
"5701 Johnny Morris Road,Austin,TX",30.2919175,-97.65322189999999,False,Dog,4
"Riverside Drive  And Lamar,Austin,TX",30.264527,-97.7570554,False,Dog,1
"4100 Red River St,Austin,TX",30.3004625,-97.7221556,False,Other,1
"13116 Winecup Mallow Trl,Travis,TX",30.351171,-97.43642,False,Cat,1
"Miriam Ave And Martin Luther King Jr Blvd,Austin,TX",30.2813575,-97.71152599999999,False,Dog,1
"6105 Jacqueline Ln,Austin,TX",30.2587941,-97.5720212,False,Cat,5
"Burnet And Greenlawn,Austin,TX",30.3482767,-97.73570319999999,False,Dog,1
"7711 Burnet,Austin,TX",30.3540074,-97.7316501,True,Dog,2
"979 Springdale Ln,Austin,TX",30.2634656,-97.6959036,False,Dog,1
"3515 N Lamar Blvd,Austin,TX",30.30409259999999,-97.74346249999999,False,Dog,4
"7203 Meadow Bend,Austin,TX",30.2982376,-97.6261432,False,Dog,1
"2Nd Street And Mildred Street,Austin,TX",30.256147,-97.7188917,False,Cat,1
"12416 Coronet,Austin,TX",30.423048,-97.71876259999999,False,Dog,1
"5106 Village Sqyare Dr,Austin,TX",30.1886755,-97.7430555,False,Dog,1
"1232 Leaf Drive,Austin,TX",30.3127349,-97.70265959999999,False,Cat,1
"1600 Nash Hernandez,Austin,TX",30.25104279999999,-97.7320677,False,Dog,1
"Parmer,Austin,TX",30.4616149,-97.7549452,False,Dog,1
"8546 Adirondack Tr,Austin,TX",30.3838135,-97.7638818,False,Dog,1
"Lamplight Village And Magazine,Austin,TX",30.4262641,-97.6900533,False,Dog,1
"304 East William Cannon,Austin,TX",30.1927955,-97.77654659999999,False,Cat,1
"1503 Piedmont Ave,Austin,TX",30.3434523,-97.7263255,False,Cat,1
"Maiden And Guadalupe,Austin,TX",30.3015431,-97.7389142,False,Dog,1
"Goforth & Bebee Rd,Hays,TX",30.0098498,-97.7299118,False,Dog,1
"4320 S Congress #7123,Austin,TX",26.6126883,-80.0899759,True,Dog,2
"14515 Thunderhead,Austin,TX",30.3730322,-97.9295918,False,Dog,2
"14504 Cameron Rd,Travis,TX",30.39739299999999,-97.59142399999999,False,Dog,1
"Holly And Anthony,Austin,TX",30.2525797,-97.72369189999999,False,Dog,1
"Mesa Dr & Escondido Dr,Del Valle,TX",30.366072,-97.761411,False,Dog,1
"South First And William Cannon,Austin,TX",30.1970509,-97.7878418,False,Cat,1
"Vine And Parkview,Austin,TX",30.3455004,-97.7440118,False,Dog,1
"Old Castle Road And Sheraton,Austin,TX",30.2126142,-97.7622882,False,Dog,1
"Northtown Park,Pflugerville,TX",30.4146831,-97.6480296,False,Dog,1
"Toll 130,Travis,TX",30.165823,-97.6501941,False,Dog,2
"Tall Shadows Drive And Carson Creek Blvd,Austin,TX",30.2244925,-97.668146,False,Dog,1
"4106 N Lamar,Austin,TX",30.3094917,-97.74074990000001,False,Dog,2
"7005 Shoal Creek,Austin,TX",30.3497093,-97.7429696,False,Other,1
"150 E Riverside Dr,Austin,TX",30.2564126,-97.7445721,False,Cat,1
"11904 Arran St,Austin,TX",30.3576672,-97.6154004,False,Dog,1
"6026 Bluebell Circle,Austin,TX",30.2301678,-97.70368309999999,False,Dog,2
"2525 W New Hope Dr,Cedar Park,TX",30.5213683,-97.86933270000002,False,Dog,1
"5700 Tapadera Trace,Austin,TX",30.4305167,-97.74243949999999,False,Other,1
"1901 Belford Dr,Austin,TX",30.3550835,-97.7254648,False,Other,1
"1600 Grove Boulevard,Austin,TX",30.2298616,-97.7070109,False,Dog,2
"1805 Scofield,Austin,TX",30.4172292,-97.6887593,False,Cat,1
"2412 E 9Th Street,Austin,TX",30.2649598,-97.71503729999999,True,Bird,1
"7500 Blessing,Austin,TX",30.3328231,-97.6937014,False,Dog,2
"9017 Berryline,Austin,TX",30.27940169999999,-97.62800220000001,True,Dog,1
"18312 Cameron Rd,Manor,TX",30.4340845,-97.5280593,False,Dog,1
"2101 Burton Drive,Austin,TX",30.2324319,-97.73134859999999,False,Dog,1
"Windoak Drive And Parker Lane,Austin,TX",30.2340271,-97.7358532,False,Dog,1
"Saint Johns And North Lamar,Austin,TX",30.3855407,-97.6955969,False,Dog,1
"12704 Magnolia Mound,Austin,TX",30.437254,-97.7477426,False,Other,1
"9913 Childress Drive,Austin,TX",30.3610177,-97.6783718,False,Cat,3
"12419 Metric,Austin,TX",30.4113272,-97.6916068,False,Dog,2
"3600 Presidential Blvd,Austin,TX",30.2021489,-97.66682899999999,False,Cat,1
"10623 Carovilli,Austin,TX",30.1581704,-97.8154654,True,Dog,1
"8516 Brooksfield Drive,Austin,TX",30.3592179,-97.7127751,False,Cat,4
"1908 Lightsey Rd,Austin,TX",30.2410098,-97.7795823,True,Dog,1
"Dolphin And Lightsey,Austin,TX",30.237615,-97.773663,False,Dog,1
"Interstate 35 And 38Th Street,Austin,TX",30.294305,-97.7201991,False,Cat,1
"11530 Manchaca,Austin,TX",30.1523236,-97.83508529999999,False,Dog,1
"8219 Research,Austin,TX",30.355097,-97.7144804,False,Dog,1
"Galena Hills Dr,Austin,TX",30.5467302,-97.75777869999999,False,Cat,2
"16817 Trevin Cove,Manor,TX",30.3361951,-97.5499569,False,Dog,1
"8201 Valleydale Ct,Austin,TX",30.3634968,-97.7322064,False,Other,1
"13300 N Ih 35,Austin,TX",30.4198617,-97.673208,False,Dog,1
"5913 Richard Carlton,Austin,TX",30.4401798,-97.7420212,False,Cat,1
"1100 Congress Avenue,Austin,TX",30.2746948,-97.7403226,False,Cat,1
"1020 Grove Boulevard,Austin,TX",30.2369453,-97.7042824,False,Dog,1
"11100 Maha Loop,Austin,TX",30.1057897,-97.6915013,False,Dog,1
"11305 Hollister Drive,Austin,TX",30.19269,-97.91603119999999,False,Cat,3
"9100 Research Boulevard,Austin,TX",30.3739896,-97.72887550000002,False,Cat,1
"6710 Arroyo Seco,Austin,TX",30.3406486,-97.73056890000001,False,Dog,1
"Interstate 35 And 183,Austin,TX",30.3369705,-97.6995549,False,Dog,2
"9010 Galewood Drive,Austin,TX",30.368112,-97.715397,False,Dog,1
"12138 N Lamar Blvd,Austin,TX",30.3991227,-97.6794893,False,Cat,1
"Rutherford Lane And Cameron,Austin,TX",30.3372845,-97.6831905,True,Cat,1
"13400 Vizquel Loop,Del Valle,TX",30.1746083,-97.6149147,False,Cat,1
"Metric And Parmer,Austin,TX",30.4131385,-97.6905694,False,Dog,1
"7711 Burnet Rf,Austin,TX",30.3540074,-97.7316501,True,Dog,1
"2414 Village Walk,Austin,TX",30.1967725,-97.7472904,False,Dog,1
"301 W 2Nd St,Austin,TX",30.2648963,-97.747196,False,Other,1
"2900 Cole,Austin,TX",30.2878436,-97.7254253,False,Dog,1
"8507 Bluff Springs Rd,Austin,TX",30.1658777,-97.7654804,False,Dog,6
"5400 Blackjack  Cove,Austin,TX",30.1904315,-97.73561839999999,False,Dog,1
"8401 Hathaway,Austin,TX",30.3650748,-97.72560539999999,False,Dog,1
"Joy Lee Lane And Jamie Drive,Manor,TX",30.3681505,-97.5179706,False,Dog,1
"6600 Ed Bulestein,Austin,TX",30.3057946,-97.66268529999999,False,Dog,1
"10101 S 1St St,Austin,TX",30.155976,-97.799379,False,Cat,1
"8600 Fathom Circle,Austin,TX",30.438069,-97.77961499999999,False,Other,1
"5314 Atascosa Drive,Austin,TX",30.1926658,-97.7414824,False,Dog,1
"601 Quail Run,Travis,TX",30.42841469999999,-97.61092649999999,False,Cat,1
"Alameda Trace Cir,Austin,TX",30.430713,-97.7474335,False,Dog,1
"Decker Lane And 969,Austin,TX",30.276794,-97.6372739,False,Dog,1
"West 4Th And Colorado Street,Austin,TX",30.2665678,-97.7448567,True,Dog,1
"Plain View Dr And Hunters Bend Rd,Travis,TX",30.2399304,-97.5816598,False,Dog,1
"5413 Tabitha Cove,Del Valle,TX",30.1725697,-97.6140214,False,Dog,1
"Manchaca And Stassney,Austin,TX",30.2153302,-97.7976757,False,Dog,2
"8919 Georgian,Austin,TX",30.356782,-97.69545400000001,False,Cat,1
"Berkman And Manor,Austin,TX",30.2890582,-97.6986112,False,Cat,1
"Palm Circle,Austin,TX",30.23375889999999,-97.7000273,False,Dog,1
"3207 Sunny Lane,Austin,TX",30.3307219,-97.75870189999999,False,Cat,2
"2411 Cecil Dr,Austin,TX",30.1648912,-97.7717308,False,Dog,2
"1817 East Oltorf,Austin,TX",30.230481,-97.7367541,False,Cat,1
"14912 Swiss Dr,Travis,TX",30.132071,-97.610393,False,Dog,1
"Elroy Rd & Jacobson Rd,Travis,TX",30.15061,-97.6327458,False,Cat,1
"13727 Abrahamson Road,Manor,TX",30.36301499999999,-97.46808,False,Dog,1
"1801 W Wells Branch,Austin,TX",30.434166,-97.6756862,True,Other,1
"3721 Indian Point Dr,Austin,TX",30.17152099999999,-97.8618079,False,Other,1
"Braker Lane,Austin,TX",30.3424158,-97.61395739999999,False,Cat,2
"201 West Powell Lane,Austin,TX",30.3476221,-97.7041936,False,Dog,1
"101 E Starling Dr,Austin,TX",30.366204,-97.68991899999999,False,Cat,4
"Arcadia Ave,Austin,TX",30.3342579,-97.7282132,False,Cat,1
"2101 Bitter Creek,Austin,TX",30.184537,-97.763874,False,Cat,1
"5007 Heflin,Austin,TX",30.2833188,-97.6786317,False,Dog,1
"1211 Willow Street,Austin,TX",30.258564,-97.7319335,False,Dog,1
"301 East Longspur,Austin,TX",30.3647457,-97.68872669999999,False,Dog,1
"Highway 71 And Farm To Market 973,Del Valle,TX",30.2024274,-97.6396189,False,Dog,1
"6904 Deep Circle,Austin,TX",30.1802054,-97.7579513,False,Dog,1
"12712 Farm To Market 969,Austin,TX",30.252496,-97.599271,False,Dog,1
"Brougham Way And Drummond Drive,Austin,TX",30.37170309999999,-97.6129998,False,Cat,1
"2205 W 11Th St,Austin,TX",30.2842322,-97.76935379999999,False,Cat,1
"10905 Wareham Court,Austin,TX",30.1897726,-97.8936057,False,Other,1
"1900 E Oltorf,Austin,TX",30.2315389,-97.7348339,False,Dog,1
"10001 Brownie,Austin,TX",30.3649593,-97.68585399999999,False,Dog,1
"3520 Victoriane Lane,Del Valle,TX",30.198978,-97.55417,False,Cat,5
"11150 Research Blvd,Austin,TX",30.4067937,-97.7466302,True,Cat,1
"111 Lavaca St,Austin,TX",30.2641782,-97.7462181,False,Other,1
"2302 Durwood,Austin,TX",30.243197,-97.7569022,True,Dog,1
"Ben White,Austin,TX",30.2139904,-97.7226233,False,Cat,1
"7332 Colony Park Dr,Austin,TX",30.305825,-97.6396855,False,Cat,3
"11502 Swearingen,Austin,TX",30.389539,-97.69731,True,Dog,1
"9900 Quail Boulevard,Austin,TX",30.3730615,-97.70092129999999,False,Cat,3
"1821 Directors Boulevard,Austin,TX",30.2122532,-97.7494463,False,Cat,1
"5400 Paiger Lane,Austin,TX",30.3010837,-97.7013209,False,Other,1
"12809 New Sweden Church Road,Manor,TX",30.4059196,-97.4862558,False,Dog,1
"2337 East Cesar Chavez Street,Austin,TX",30.2545578,-97.717914,False,Dog,1
"2425 E Riverside Dr,Austin,TX",30.2356668,-97.7253207,False,Dog,1
"5806 Belmoor Drive,Austin,TX",30.3114594,-97.6895536,False,Cat,1
"10713 Watchful Fox Drive,Austin,TX",30.1555636,-97.8159068,False,Cat,3
"6111 South Congress,Austin,TX",30.199881,-97.775454,False,Cat,1
"11920 Hardwood Trail,Austin,TX",30.4571444,-97.8164781,False,Dog,1
"3900 Highland Dr,Austin,TX",30.3942702,-97.919343,False,Dog,1
"3324 W Slaughter Ln,Austin,TX",30.182536,-97.84664889999999,False,Cat,1
"7100 Colony Park Drive,Austin,TX",30.3031361,-97.6428303,False,Dog,1
"2108 Vanderbilt,Austin,TX",30.3209208,-97.6825901,False,Cat,1
"Copperhead Drive And Picadilly Drive,Pflugerville,TX",30.4672757,-97.6496354,False,Dog,1
"1301 West Oltorf,Austin,TX",30.24290079999999,-97.770519,False,Cat,5
"Riverside Drive And Willow Creek,Austin,TX",30.23767999999999,-97.725752,False,Dog,1
"1700 East Oltorf,Austin,TX",30.2334519,-97.7380329,False,Dog,1
"1156 W Cesar Chavez,Austin,TX",30.2698458,-97.7593014,True,Dog,4
"12403 Mellow Meadow Drive,Austin,TX",30.4567859,-97.7960358,False,Dog,2
"5600 Abilene Trail,Austin,TX",30.2248557,-97.8582296,False,Cat,7
"11215 Research Boulevard,Austin,TX",30.4086948,-97.7444024,False,Dog,1
"123 East Anderson Lane,Austin,TX",30.3431418,-97.7054002,False,Cat,2
"Techni Center Dr,Austin,TX",30.2761013,-97.6680384,False,Dog,1
"10619 Mcangus Rd,Del Valle,TX",30.1509514,-97.6672559,False,Cat,5
"1817 E Oltorf St,Austin,TX",30.230481,-97.7367541,False,Dog,1
"12112 Killmartin,Austin,TX",30.363031,-97.611254,True,Dog,1
"7111 Crystalbrook Dr,Austin,TX",30.3086135,-97.6521574,True,Dog,1
"2315 Town Lake Cir,Austin,TX",30.2395751,-97.72408519999999,False,Cat,1
"Manor Road And Airport Boulevard,Austin,TX",30.2862723,-97.70649039999999,False,Dog,1
"7720 Highway 71,Austin,TX",30.2436245,-97.8826072,False,Dog,1
"9102 Shephard Drive,Austin,TX",30.3604658,-97.6979812,False,Cat,8
"9426 Spring Hollow Drive,Austin,TX",30.4380809,-97.7974867,False,Dog,1
"San Jacinto Blvd,Austin,TX",30.2767257,-97.7369276,False,Cat,3
"1800 West 29Th Street,Austin,TX",30.3026699,-97.7563559,False,Cat,1
"3603 Southridge Drive,Austin,TX",30.23474,-97.77690079999999,False,Cat,1
"5400 Lark Creek Dr,Austin,TX",30.1949355,-97.73572430000002,False,Dog,1
"Briarcreek Loop,Manor,TX",30.3186471,-97.53497,False,Cat,1
"3500 Webberville Apt 3302,Austin,TX",30.270768,-97.70635329999999,False,Dog,1
"1711 Rutland Dr,Austin,TX",30.3750209,-97.711981,False,Dog,1
"127 Bolles Circle,Austin,TX",30.3506798,-97.7041857,False,Cat,6
"5608 Abby Ann Lane,Austin,TX",30.1401168,-97.7697458,False,Cat,1
"Braker And Interstate 35,Austin,TX",30.37713849999999,-97.67650839999999,False,Dog,1
"1188 Airport Blvd,Austin,TX",30.2756674,-97.7000338,False,Cat,1
"10209 812 Rd,Austin,TX",30.15282699999999,-97.67101,False,Dog,1
"2501 Wickersham Lane,Austin,TX",30.2238471,-97.7251107,False,Dog,1
"5500 Ross Road,Del Valle,TX",30.1736579,-97.6233364,False,Cat,1
"1300 Crossing Place,Austin,TX",30.238131,-97.7133667,False,Dog,1
"3505 Cookstown Drive,Austin,TX",30.4185146,-97.714627,False,Cat,1
"19900 Kennemer Dr,Travis,TX",30.477357,-97.5786694,True,Dog,1
"1201 Lady Bird,Austin,TX",30.2424473,-97.72255249999999,False,Other,1
"3909 N Interstate 35 Service Rd,Austin,TX",30.2954608,-97.7177128,False,Dog,1
"9404 Meadow Vale,Austin,TX",30.37072509999999,-97.7122089,False,Dog,1
"10620 Lanshire,Austin,TX",30.3845983,-97.70806180000001,False,Dog,1
"Nuckols Crossing And Teri Road,Austin,TX",30.1949907,-97.73777969999999,False,Cat,1
"12400 Mellow Meadow Dr,Austin,TX",30.4563207,-97.79769569999999,False,Dog,2
"2906 E Martin Luther King Jr Blvd,Austin,TX",30.2833132,-97.7079597,False,Cat,1
"6Th Street And Chicon,Austin,TX",30.2616749,-97.7225332,False,Dog,1
"4508 Caswell Ave,Austin,TX",30.3060979,-97.72077449999999,False,Cat,1
"Blanco Street And 9Th Street,Austin,TX",30.275187,-97.7555529,False,Dog,1
"4708 Reyes Street,Austin,TX",30.2744927,-97.6881453,False,Dog,1
"2212 Lakehurst Rd,Travis,TX",30.3699231,-98.0251138,True,Dog,1
"E Ben White Blvd And  S Ih 35,Austin,TX",30.2168414,-97.75040179999999,False,Dog,1
"7901 Metrololis Dr,Austin,TX",30.2056541,-97.69034409999999,False,Dog,2
"Perlita,Austin,TX",30.2931286,-97.6433306,False,Dog,1
"Suffolk,Austin,TX",30.3090442,-97.6993352,False,Bird,1
"24602 Fawn Dr,Travis,TX",30.5897134,-97.97072419999999,False,Dog,1
"1102 S Congress Ave,Austin,TX",30.2530439,-97.7511677,False,Other,1
"8926 N Lamar,Austin,TX",30.3600666,-97.6998005,True,Cat,1
"9218 Balcones Club Dr,Austin,TX",30.4419341,-97.78723719999999,False,Dog,1
"Cullen And Slaughter Lane,Austin,TX",30.1671375,-97.790984,False,Cat,3
"202 Pecan Dr,Austin,TX",30.3525181,-97.6984908,False,Cat,1
"3235 E Martin Luther King Jr Blvd,Austin,TX",30.282492,-97.702377,False,Cat,8
"1707 Kerr St,Austin,TX",30.259041,-97.765732,False,Other,1
"Holy St & Robert T Martinez,Austin,TX",37.8660626,-82.5394985,False,Dog,1
"2506 Perkins Drive,Austin,TX",30.1644318,-97.7702472,False,Cat,6
"2506 Perkins Dr,Austin,TX",30.1644318,-97.7702472,False,Cat,5
"4534 Westgate,Austin,TX",30.2308173,-97.80283279999999,False,Cat,1
"Banister And Ben White,Austin,TX",30.228112,-97.779121,False,Dog,1
"6900 Escarpment Blvd,Austin,TX",30.229963,-97.8656649,False,Dog,2
"1201 Barbara Jordan Blvd,Austin,TX",30.3059433,-97.70991579999999,False,Dog,1
"7604 Bellflower Cv,Austin,TX",30.4190681,-97.7770444,True,Cat,4
"7330 Bluff Springs Rd,Austin,TX",30.1805439,-97.7710049,False,Dog,2
"Clifford Avenue And Martin Luther King Jr Blvd,Austin,TX",30.2819475,-97.707715,False,Dog,1
"Rutland And North Lamar,Austin,TX",30.3648712,-97.6959943,False,Dog,1
"10 Love Grass,Sunset Valley,TX",30.224048,-97.820381,True,Dog,2
"8601 Vertex Blvd,Austin,TX",30.1561136,-97.7520704,False,Dog,1
"Somerset Ave,Austin,TX",30.3654896,-97.67338459999999,False,Dog,1
"5400 W Parmer Ln,Austin,TX",30.4365485,-97.7334523,True,Cat,1
"1300 Begonia Terrace,Austin,TX",30.2324309,-97.70265739999999,False,Cat,1
"7614 Providence Ave,Austin,TX",30.3352165,-97.693913,False,Dog,2
"Piland Triangle And 812,Del Valle,TX",30.1305429,-97.6442644,False,Dog,1
"130 Ralph Ablanedo Dr,Austin,TX",30.1743123,-97.78717329999999,False,Other,1
"Springdale And 51St Street,Austin,TX",30.2936364,-97.677807,False,Dog,2
"1101 S Meadows,Austin,TX",30.3759461,-97.6964668,False,Dog,1
"11701 Metric Blvd,Austin,TX",30.3966223,-97.70478910000001,False,Cat,1
"5940 Los Dios Place,Del Valle,TX",30.1696072,-97.62799319999999,False,Cat,1
"Springdale And 51St,Austin,TX",30.2936364,-97.677807,False,Dog,1
"14401 Round Mountain Rd,Travis,TX",30.5736545,-97.9493473,False,Dog,1
"Research & Oak Knoll,Austin,TX",32.9280235,-96.7563415,False,Cat,1
"1108 Kramer Ln,Austin,TX",30.3829708,-97.69285909999999,False,Dog,1
"5107 Glissman,Austin,TX",30.2560095,-97.6949652,False,Dog,1
"9218 Balcones Club,Austin,TX",30.4422915,-97.7866566,False,Cat,1
"8212 Bagby Dr,Austin,TX",30.2900676,-97.63240069999999,False,Cat,1
"Hogeye Road And Jones Road,Manor,TX",30.3008287,-97.4918776,False,Dog,1
"11804 Alpheus,Travis,TX",30.4133073,-97.7301459,False,Cat,1
"1109 Lily Terrace,Austin,TX",30.2338406,-97.7020537,False,Other,1
"130Ralph Albanedo,Austin,TX",30.1743123,-97.78717329999999,False,Other,1
"12609 Dessau Road,Austin,TX",30.3921783,-97.64225069999999,False,Dog,1
"Cameron Road And Highway 290,Austin,TX",30.3200437,-97.6942046,False,Dog,1
"Rundberg And Interstate 35,Austin,TX",30.3583997,-97.688627,False,Dog,1
"4312 South 1St Street,Austin,TX",30.2228419,-97.772347,False,Dog,1
"5222 Burnet Rd,Austin,TX",30.3244735,-97.74024059999999,False,Other,2
"600 Barwood Park,Austin,TX",30.3493598,-97.6964283,False,Dog,2
"9500 Dallum,Austin,TX",30.3576892,-97.683821,False,Dog,2
"9205 Quail Cove,Austin,TX",30.36265,-97.7005006,False,Dog,1
"5Th And San Saba,Austin,TX",30.2575144,-97.71376029999999,False,Dog,1
"4425 Red River St,Austin,TX",30.3044379,-97.7193564,False,Other,1
